both	0	RF	79.92196702957153
both	0	SVM	185.527973651886
both	1	RF	74.80151057243347
both	1	SVM	134.5222442150116
0	1	RF	64.41315579414368
0	1	SVM	115.80848145484924
both	0	RF	80.74431920051575
both	0	SVM	170.89825463294983
both	1	RF	83.93473839759827
both	1	SVM	149.50283694267273
0	1	RF	64.5292432308197
0	1	SVM	128.5031611919403
both	0	RF	102.45649838447571
both	0	SVM	220.50247359275818
both	1	RF	80.8210883140564
both	1	SVM	162.90918445587158
0	1	RF	71.60210156440735
0	1	SVM	133.79374933242798
both	0	RF	85.91140151023865
both	0	SVM	162.85491609573364
both	1	RF	75.60268783569336
both	1	SVM	137.710289478302
0	1	RF	60.931628942489624
