both	0	RF	12.051066637039185
both	0	SVM	553.8625042438507
both	1	RF	12.052489995956421
both	1	SVM	316.50200366973877
0	1	RF	14.052117347717285
0	1	SVM	598.3260941505432
both	0	RF	13.153403997421265
both	0	SVM	45.30842351913452
both	1	RF	12.286930561065674
both	1	SVM	34.61886262893677
0	1	RF	14.76529598236084
0	1	SVM	43.476545095443726
both	0	RF	12.044413328170776
both	0	SVM	38.059815406799316
both	1	RF	11.038016319274902
both	1	SVM	21.82686948776245
0	1	RF	12.981961011886597
0	1	SVM	27.17042326927185
