both	0	RF	4.840254068374634
both	0	SVM	128.1917359828949
both	1	RF	4.426113843917847
both	1	SVM	78.51198434829712
0	1	RF	3.5506136417388916
0	1	SVM	67.58834981918335
both	0	RF	4.6999170780181885
both	0	SVM	19.29310894012451
both	1	RF	4.480563163757324
both	1	SVM	14.433717489242554
0	1	RF	3.8347585201263428
0	1	SVM	13.561812400817871
both	0	RF	4.310356378555298
both	0	SVM	16.020081043243408
both	1	RF	4.705899953842163
both	1	SVM	10.713875770568848
0	1	RF	3.6752243041992188
0	1	SVM	9.61986756324768
