both	0	RF	16.022767543792725
both	0	SVM	7.839054107666016
both	1	RF	1.2534637451171875
both	1	SVM	4.418625593185425
0	1	RF	1.139596939086914
0	1	SVM	4.377354383468628
both	0	RF	4.519345998764038
both	0	SVM	4.337788820266724
both	1	RF	1.2173092365264893
both	1	SVM	2.3836350440979004
0	1	RF	1.1300773620605469
0	1	SVM	2.712857484817505
both	0	RF	19.852362394332886
both	0	SVM	4.954577445983887
both	1	RF	1.2089333534240723
both	1	SVM	2.377103090286255
0	1	RF	1.0818374156951904
0	1	SVM	2.2359445095062256
