both	0	RF	4.488954067230225
both	0	SVM	207.51351499557495
both	1	RF	4.288201093673706
both	1	SVM	165.25267553329468
0	1	RF	3.7777247428894043
0	1	SVM	126.23598861694336
both	0	RF	4.317241668701172
both	0	SVM	17.497770071029663
both	1	RF	4.859741687774658
both	1	SVM	14.041264057159424
0	1	RF	3.72786545753479
0	1	SVM	10.891917705535889
both	0	RF	4.683014154434204
both	0	SVM	16.77263331413269
both	1	RF	4.503413438796997
both	1	SVM	10.66106128692627
0	1	RF	3.939574956893921
0	1	SVM	10.211676359176636
