both	0	RF	2.797851800918579
both	0	SVM	4.564284801483154
both	1	RF	2.060476779937744
both	1	SVM	3.2077338695526123
0	1	RF	1.7149310111999512
0	1	SVM	2.569068193435669
both	0	RF	1.9655108451843262
both	0	SVM	3.2240304946899414
both	1	RF	2.1627066135406494
both	1	SVM	2.8020570278167725
0	1	RF	1.7509863376617432
0	1	SVM	2.3018715381622314
both	0	RF	1.6989023685455322
both	0	SVM	2.9085745811462402
both	1	RF	1.8835527896881104
both	1	SVM	2.6624650955200195
0	1	RF	1.546750783920288
0	1	SVM	2.2453742027282715
