both	0	RF	1.7474782466888428
both	0	SVM	7.48916220664978
both	1	RF	1.6722667217254639
both	1	SVM	4.526547908782959
0	1	RF	1.5860953330993652
0	1	SVM	4.771855592727661
both	0	RF	1.6835792064666748
both	0	SVM	4.418321132659912
both	1	RF	1.5859475135803223
both	1	SVM	2.883108377456665
0	1	RF	1.7521417140960693
0	1	SVM	2.89692759513855
both	0	RF	1.578747272491455
both	0	SVM	4.414606809616089
both	1	RF	1.6267344951629639
both	1	SVM	2.4999852180480957
0	1	RF	1.4999237060546875
0	1	SVM	2.6911885738372803
