variable,value
n,9742
n_pos,4867
n_neg,4875
n_train,7747
n_train_pos,3871
n_train_neg,3876
n_test,1995
n_test_pos,996
n_test_neg,999
Accuracy,0.4972
Precision,0.4982
Recall,0.99
Specificity,0.006
MCC,-0.0226
F1,0.6629
AUC,0.498
AUPR,0.4982
