variable,value
n,9663
n_pos,4824
n_neg,4839
n_train,7754
n_train_pos,3872
n_train_neg,3882
n_test,1909
n_test_pos,952
n_test_neg,957
Accuracy,0.9151
Precision,0.914
Recall,0.916
Specificity,0.9143
MCC,0.8303
F1,0.915
AUC,0.9151
AUPR,0.8791
