variable,value
n,5454
n_pos,2640
n_neg,2814
n_train,4352
n_train_pos,2105
n_train_neg,2247
n_test,1102
n_test_pos,535
n_test_neg,567
Accuracy,0.8829
Precision,0.981
Recall,0.7738
Specificity,0.9859
MCC,0.7811
F1,0.8652
AUC,0.8799
AUPR,0.869
