variable,value
n,8005
n_pos,3969
n_neg,4036
n_train,4034
n_train_pos,1985
n_train_neg,2049
n_test,3971
n_test_pos,1984
n_test_neg,1987
Accuracy,0.8066
Precision,0.7422
Recall,0.939
Specificity,0.6744
MCC,0.636
F1,0.8291
AUC,0.8067
AUPR,0.7274
