variable,value
n,5230
n_pos,2615
n_neg,2615
n_train,4136
n_train_pos,2068
n_train_neg,2068
n_test,1094
n_test_pos,547
n_test_neg,547
Accuracy,0.9707
Precision,0.9868
Recall,0.9543
Specificity,0.9872
MCC,0.942
F1,0.9703
AUC,0.9707
AUPR,0.9645
