variable,value
n,9663
n_pos,4824
n_neg,4839
n_train,7688
n_train_pos,3846
n_train_neg,3842
n_test,1975
n_test_pos,978
n_test_neg,997
Accuracy,0.9053
Precision,0.9133
Recall,0.8937
Specificity,0.9168
MCC,0.8108
F1,0.9034
AUC,0.9052
AUPR,0.8688
