variable,value
n,5348
n_pos,2615
n_neg,2733
n_train,4251
n_train_pos,2084
n_train_neg,2167
n_test,1097
n_test_pos,531
n_test_neg,566
Accuracy,0.9426
Precision,0.9699
Recall,0.9096
Specificity,0.9735
MCC,0.8864
F1,0.9388
AUC,0.9416
AUPR,0.926
