variable,value
n,5369
n_pos,2615
n_neg,2754
n_train,4276
n_train_pos,2088
n_train_neg,2188
n_test,1093
n_test_pos,527
n_test_neg,566
Accuracy,0.6176
Precision,0.9823
Recall,0.2106
Specificity,0.9965
MCC,0.3399
F1,0.3469
AUC,0.6035
AUPR,0.5875
