variable,value
n,9661
n_pos,4824
n_neg,4837
n_train,7742
n_train_pos,3864
n_train_neg,3878
n_test,1919
n_test_pos,960
n_test_neg,959
Accuracy,0.8999
Precision,0.9192
Recall,0.8771
Specificity,0.9228
MCC,0.8007
F1,0.8977
AUC,0.9
AUPR,0.8677
