variable,value
n,5439
n_pos,2640
n_neg,2799
n_train,4342
n_train_pos,2091
n_train_neg,2251
n_test,1097
n_test_pos,549
n_test_neg,548
Accuracy,0.9052
Precision,0.887
Recall,0.929
Specificity,0.8814
MCC,0.8113
F1,0.9075
AUC,0.9052
AUPR,0.8595
