variable,value
n,9832
n_pos,4921
n_neg,4911
n_train,7923
n_train_pos,3965
n_train_neg,3958
n_test,1909
n_test_pos,956
n_test_neg,953
Accuracy,0.7307
Precision,0.7494
Recall,0.6946
Specificity,0.7671
MCC,0.4628
F1,0.721
AUC,0.7308
AUPR,0.6735
