variable,value
n,17346
n_pos,8748
n_neg,8598
n_train,12632
n_train_pos,6391
n_train_neg,6241
n_test,4714
n_test_pos,2357
n_test_neg,2357
Accuracy,0.8941
Precision,0.8842
Recall,0.9071
Specificity,0.8812
MCC,0.7886
F1,0.8955
AUC,0.8941
AUPR,0.8485
