variable,value
n,9718
n_pos,4847
n_neg,4871
n_train,7823
n_train_pos,3897
n_train_neg,3926
n_test,1895
n_test_pos,950
n_test_neg,945
Accuracy,0.7562
Precision,0.7351
Recall,0.8032
Specificity,0.709
MCC,0.5145
F1,0.7676
AUC,0.7561
AUPR,0.6891
