variable,value
n,32541
n_pos,15449
n_neg,17092
n_train,24564
n_train_pos,11679
n_train_neg,12885
n_test,7977
n_test_pos,3770
n_test_neg,4207
Accuracy,0.5477
Precision,0.5181
Recall,0.6151
Specificity,0.4873
MCC,0.103
F1,0.5625
AUC,0.5512
AUPR,0.5006
