variable,value
n,5362
n_pos,2615
n_neg,2747
n_train,4311
n_train_pos,2093
n_train_neg,2218
n_test,1051
n_test_pos,522
n_test_neg,529
Accuracy,0.981
Precision,0.9772
Recall,0.9847
Specificity,0.9773
MCC,0.962
F1,0.9809
AUC,0.981
AUPR,0.9698
