variable,value
n,9662
n_pos,4824
n_neg,4838
n_train,7767
n_train_pos,3874
n_train_neg,3893
n_test,1895
n_test_pos,950
n_test_neg,945
Accuracy,0.7515
Precision,0.6988
Recall,0.8863
Specificity,0.6159
MCC,0.5218
F1,0.7814
AUC,0.7511
AUPR,0.6763
