variable,value
n,321730
n_pos,30229
n_neg,291501
n_train,183211
n_train_pos,16664
n_train_neg,166547
n_test,138519
n_test_pos,13565
n_test_neg,124954
Accuracy,0.9253
Precision,0.6261
Recall,0.5895
Specificity,0.9618
MCC,0.5664
F1,0.6073
AUC,0.7757
AUPR,0.4093
