variable,value
n,5514
n_pos,2670
n_neg,2844
n_train,4469
n_train_pos,2165
n_train_neg,2304
n_test,1045
n_test_pos,505
n_test_neg,540
Accuracy,0.8861
Precision,0.8398
Recall,0.9446
Specificity,0.8315
MCC,0.7786
F1,0.8891
AUC,0.888
AUPR,0.82
