variable,value
n,9703
n_pos,4833
n_neg,4870
n_train,7728
n_train_pos,3855
n_train_neg,3873
n_test,1975
n_test_pos,978
n_test_neg,997
Accuracy,0.8122
Precision,0.8332
Recall,0.7761
Specificity,0.8475
MCC,0.6255
F1,0.8036
AUC,0.8118
AUPR,0.7575
