variable,value
n,9665
n_pos,4824
n_neg,4841
n_train,7806
n_train_pos,3884
n_train_neg,3922
n_test,1859
n_test_pos,940
n_test_neg,919
Accuracy,0.9344
Precision,0.9565
Recall,0.9117
Specificity,0.9576
MCC,0.8698
F1,0.9336
AUC,0.9346
AUPR,0.9167
