variable,value
n,9664
n_pos,4824
n_neg,4840
n_train,7768
n_train_pos,3890
n_train_neg,3878
n_test,1896
n_test_pos,934
n_test_neg,962
Accuracy,0.9256
Precision,0.946
Recall,0.9004
Specificity,0.9501
MCC,0.8521
F1,0.9227
AUC,0.9253
AUPR,0.9009
