variable,value
n,9665
n_pos,4824
n_neg,4841
n_train,7714
n_train_pos,3856
n_train_neg,3858
n_test,1951
n_test_pos,968
n_test_neg,983
Accuracy,0.9129
Precision,0.9236
Recall,0.8988
Specificity,0.9268
MCC,0.826
F1,0.911
AUC,0.9128
AUPR,0.8803
