variable,value
n,5431
n_pos,2636
n_neg,2795
n_train,4358
n_train_pos,2116
n_train_neg,2242
n_test,1073
n_test_pos,520
n_test_neg,553
Accuracy,0.918
Precision,0.906
Recall,0.9269
Specificity,0.9096
MCC,0.8361
F1,0.9163
AUC,0.9183
AUPR,0.8752
