variable,value
n,9646
n_pos,4837
n_neg,4809
n_train,7700
n_train_pos,3850
n_train_neg,3850
n_test,1946
n_test_pos,987
n_test_neg,959
Accuracy,0.6948
Precision,0.6423
Recall,0.8987
Specificity,0.4849
MCC,0.4225
F1,0.7492
AUC,0.6918
AUPR,0.6286
