variable,value
n,9665
n_pos,4824
n_neg,4841
n_train,7714
n_train_pos,3856
n_train_neg,3858
n_test,1951
n_test_pos,968
n_test_neg,983
Accuracy,0.6217
Precision,0.573
Recall,0.9329
Specificity,0.3154
MCC,0.315
F1,0.7099
AUC,0.6241
AUPR,0.5678
