variable,value
n,3609
n_pos,1759
n_neg,1850
n_train,2318
n_train_pos,1133
n_train_neg,1185
n_test,1291
n_test_pos,626
n_test_neg,665
Accuracy,0.7955
Precision,0.9095
Recall,0.6422
Specificity,0.9398
MCC,0.613
F1,0.7528
AUC,0.791
AUPR,0.7576
