variable,value
n,5465
n_pos,2657
n_neg,2808
n_train,4385
n_train_pos,2130
n_train_neg,2255
n_test,1080
n_test_pos,527
n_test_neg,553
Accuracy,0.9028
Precision,0.9306
Recall,0.8653
Specificity,0.9385
MCC,0.807
F1,0.8968
AUC,0.9019
AUPR,0.871
