variable,value
n,5613
n_pos,2783
n_neg,2830
n_train,4034
n_train_pos,1985
n_train_neg,2049
n_test,1579
n_test_pos,798
n_test_neg,781
Accuracy,0.8201
Precision,0.7555
Recall,0.9524
Specificity,0.685
MCC,0.6628
F1,0.8426
AUC,0.8187
AUPR,0.7436
