variable,value
n,39171
n_pos,19587
n_neg,19584
n_train,28841
n_train_pos,14422
n_train_neg,14419
n_test,10330
n_test_pos,5165
n_test_neg,5165
Accuracy,0.7924
Precision,0.828
Recall,0.7382
Specificity,0.8467
MCC,0.5884
F1,0.7806
AUC,0.7924
AUPR,0.7422
