variable,value
n,18111
n_pos,9090
n_neg,9021
n_train,13555
n_train_pos,6805
n_train_neg,6750
n_test,4556
n_test_pos,2285
n_test_neg,2271
Accuracy,0.8865
Precision,0.8794
Recall,0.8967
Specificity,0.8763
MCC,0.7732
F1,0.888
AUC,0.8865
AUPR,0.8404
