variable,value
n,321730
n_pos,30229
n_neg,291501
n_train,183211
n_train_pos,16664
n_train_neg,166547
n_test,138519
n_test_pos,13565
n_test_neg,124954
Accuracy,0.9095
Precision,0.8655
Recall,0.0896
Specificity,0.9985
MCC,0.2614
F1,0.1625
AUC,0.5441
AUPR,0.1667
