variable,value
n,9818
n_pos,4906
n_neg,4912
n_train,7959
n_train_pos,3966
n_train_neg,3993
n_test,1859
n_test_pos,940
n_test_neg,919
Accuracy,0.8322
Precision,0.8905
Recall,0.7617
Specificity,0.9042
MCC,0.6721
F1,0.8211
AUC,0.833
AUPR,0.7988
