variable,value
n,4071
n_pos,1987
n_neg,2084
n_train,2318
n_train_pos,1133
n_train_neg,1185
n_test,1753
n_test_pos,854
n_test_neg,899
Accuracy,0.4758
Precision,0.4812
Recall,0.9719
Specificity,0.0044
MCC,-0.0943
F1,0.6437
AUC,0.4882
AUPR,0.4813
