variable,value
n,2794
n_pos,1397
n_neg,1397
n_train,1304
n_train_pos,652
n_train_neg,652
n_test,1490
n_test_pos,745
n_test_neg,745
Accuracy,0.5174
Precision,0.5153
Recall,0.5879
Specificity,0.447
MCC,0.0353
F1,0.5492
AUC,0.5174
AUPR,0.509
