variable,value
n,5514
n_pos,2670
n_neg,2844
n_train,4469
n_train_pos,2165
n_train_neg,2304
n_test,1045
n_test_pos,505
n_test_neg,540
Accuracy,0.9148
Precision,0.9771
Recall,0.8436
Specificity,0.9815
MCC,0.8361
F1,0.9054
AUC,0.9125
AUPR,0.8998
