variable,value
n,9657
n_pos,4824
n_neg,4833
n_train,7668
n_train_pos,3833
n_train_neg,3835
n_test,1989
n_test_pos,991
n_test_neg,998
Accuracy,0.91
Precision,0.922
Recall,0.8951
Specificity,0.9248
MCC,0.8203
F1,0.9083
AUC,0.91
AUPR,0.8776
