variable,value
n,5613
n_pos,2783
n_neg,2830
n_train,4034
n_train_pos,1985
n_train_neg,2049
n_test,1579
n_test_pos,798
n_test_neg,781
Accuracy,0.8087
Precision,0.9079
Recall,0.6917
Specificity,0.9283
MCC,0.6371
F1,0.7852
AUC,0.81
AUPR,0.7838
