variable,value
n,30502
n_pos,15316
n_neg,15186
n_train,24279
n_train_pos,12168
n_train_neg,12111
n_test,6223
n_test_pos,3148
n_test_neg,3075
Accuracy,0.8843
Precision,0.8993
Recall,0.8685
Specificity,0.9005
MCC,0.7691
F1,0.8836
AUC,0.8845
AUPR,0.8476
