variable,value
n,67743
n_pos,34232
n_neg,33511
n_train,67231
n_train_pos,33976
n_train_neg,33255
n_test,512
n_test_pos,256
n_test_neg,256
Accuracy,0.7402
Precision,0.8398
Recall,0.5937
Specificity,0.8867
MCC,0.5025
F1,0.6957
AUC,0.7402
AUPR,0.7017
