variable,value
n,30407
n_pos,15255
n_neg,15152
n_train,24285
n_train_pos,12184
n_train_neg,12101
n_test,6122
n_test_pos,3071
n_test_neg,3051
Accuracy,0.6689
Precision,0.6101
Recall,0.942
Specificity,0.394
MCC,0.4021
F1,0.7406
AUC,0.668
AUPR,0.6038
