variable,value
n,9663
n_pos,4824
n_neg,4839
n_train,7688
n_train_pos,3846
n_train_neg,3842
n_test,1975
n_test_pos,978
n_test_neg,997
Accuracy,0.6673
Precision,0.6106
Recall,0.9059
Specificity,0.4333
MCC,0.3842
F1,0.7295
AUC,0.6696
AUPR,0.5998
