variable,value
n,51427
n_pos,24271
n_neg,27156
n_train,41064
n_train_pos,19341
n_train_neg,21723
n_test,10363
n_test_pos,4930
n_test_neg,5433
Accuracy,0.6482
Precision,0.5788
Recall,0.9564
Specificity,0.3685
MCC,0.3956
F1,0.7212
AUC,0.6624
AUPR,0.5743
