variable,value
n,9718
n_pos,4824
n_neg,4894
n_train,7822
n_train_pos,3890
n_train_neg,3932
n_test,1896
n_test_pos,934
n_test_neg,962
Accuracy,0.711
Precision,0.7032
Recall,0.7152
Specificity,0.7069
MCC,0.422
F1,0.7091
AUC,0.711
AUPR,0.6432
