variable,value
n,9718
n_pos,4847
n_neg,4871
n_train,7823
n_train_pos,3897
n_train_neg,3926
n_test,1895
n_test_pos,950
n_test_neg,945
Accuracy,0.8206
Precision,0.8164
Recall,0.8284
Specificity,0.8127
MCC,0.6412
F1,0.8224
AUC,0.8206
AUPR,0.7623
