variable,value
n,9818
n_pos,4906
n_neg,4912
n_train,7959
n_train_pos,3966
n_train_neg,3993
n_test,1859
n_test_pos,940
n_test_neg,919
Accuracy,0.7375
Precision,0.7905
Recall,0.6543
Specificity,0.8226
MCC,0.4833
F1,0.7159
AUC,0.7384
AUPR,0.692
