variable,value
n,9664
n_pos,4824
n_neg,4840
n_train,7768
n_train_pos,3890
n_train_neg,3878
n_test,1896
n_test_pos,934
n_test_neg,962
Accuracy,0.6714
Precision,0.8575
Recall,0.3994
Specificity,0.9356
MCC,0.3982
F1,0.5449
AUC,0.6675
AUPR,0.6383
