variable,value
n,5439
n_pos,2646
n_neg,2793
n_train,4342
n_train_pos,2115
n_train_neg,2227
n_test,1097
n_test_pos,531
n_test_neg,566
Accuracy,0.9034
Precision,0.8632
Recall,0.951
Specificity,0.8587
MCC,0.8111
F1,0.905
AUC,0.9048
AUPR,0.8447
