variable,value
n,5369
n_pos,2624
n_neg,2745
n_train,4289
n_train_pos,2100
n_train_neg,2189
n_test,1080
n_test_pos,524
n_test_neg,556
Accuracy,0.9028
Precision,0.8631
Recall,0.9504
Specificity,0.8579
MCC,0.8098
F1,0.9046
AUC,0.9041
AUPR,0.8443
