variable,value
n,18111
n_pos,9090
n_neg,9021
n_train,13555
n_train_pos,6805
n_train_neg,6750
n_test,4556
n_test_pos,2285
n_test_neg,2271
Accuracy,0.8964
Precision,0.8988
Recall,0.8941
Specificity,0.8987
MCC,0.7928
F1,0.8964
AUC,0.8964
AUPR,0.8567
