variable,value
n,5430
n_pos,2644
n_neg,2786
n_train,4379
n_train_pos,2122
n_train_neg,2257
n_test,1051
n_test_pos,522
n_test_neg,529
Accuracy,0.8887
Precision,0.9451
Recall,0.8238
Specificity,0.9527
MCC,0.7836
F1,0.8802
AUC,0.8882
AUPR,0.866
