variable,value
n,67874
n_pos,34300
n_neg,33574
n_train,67363
n_train_pos,34044
n_train_neg,33319
n_test,511
n_test_pos,256
n_test_neg,255
Accuracy,0.6438
Precision,0.8033
Recall,0.3828
Specificity,0.9059
MCC,0.3386
F1,0.5185
AUC,0.6443
AUPR,0.6167
