variable,value
n,9641
n_pos,4791
n_neg,4850
n_train,7692
n_train_pos,3823
n_train_neg,3869
n_test,1949
n_test_pos,968
n_test_neg,981
Accuracy,0.7122
Precision,0.756
Recall,0.6209
Specificity,0.8022
MCC,0.4305
F1,0.6818
AUC,0.7116
AUPR,0.6577
