variable,value
n,78753
n_pos,39816
n_neg,38937
n_train,66477
n_train_pos,33604
n_train_neg,32873
n_test,12276
n_test_pos,6212
n_test_neg,6064
Accuracy,0.8523
Precision,0.8385
Recall,0.877
Specificity,0.827
MCC,0.7052
F1,0.8573
AUC,0.852
AUPR,0.7976
