variable,value
n,48626
n_pos,24313
n_neg,24313
n_train,38956
n_train_pos,19478
n_train_neg,19478
n_test,9670
n_test_pos,4835
n_test_neg,4835
Accuracy,0.9195
Precision,0.939
Recall,0.8974
Specificity,0.9417
MCC,0.8399
F1,0.9177
AUC,0.9195
AUPR,0.8939
