variable,value
n,4071
n_pos,1987
n_neg,2084
n_train,2318
n_train_pos,1133
n_train_neg,1185
n_test,1753
n_test_pos,854
n_test_neg,899
Accuracy,0.6583
Precision,0.8455
Recall,0.3653
Specificity,0.9366
MCC,0.3702
F1,0.5102
AUC,0.651
AUPR,0.6181
