variable,value
n,426036
n_pos,38753
n_neg,387283
n_train,378852
n_train_pos,34464
n_train_neg,344388
n_test,47184
n_test_pos,4289
n_test_neg,42895
Accuracy,0.935
Precision,0.9472
Recall,0.3012
Specificity,0.9983
MCC,0.514
F1,0.4571
AUC,0.6498
AUPR,0.3489
