variable,value
n,8120
n_pos,4085
n_neg,4035
n_train,3373
n_train_pos,1708
n_train_neg,1665
n_test,4747
n_test_pos,2377
n_test_neg,2370
Accuracy,0.7655
Precision,0.726
Recall,0.854
Specificity,0.6768
MCC,0.5394
F1,0.7848
AUC,0.7654
AUPR,0.6931
